objectid,filename,thumb,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,rightsstatement,publisher,datacontributor,genre,relation
215,https://elizajames.github.io/WLCB_draft/objects/ec6452eb5c9d02a3ebde5d647bc1ccf7.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/ec6452eb5c9d02a3ebde5d647bc1ccf7_th.jpg,,,Eye and Hand,"Duvall, Ellen",1909-09,"Full text available at <a href=""https://books.google.com/books?id=MPJFAQAAMAAJ&amp;pg=PA326&amp;dq=eye+and+hand,+ellen+duvall&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwiu05n35YfZAhVlw1kKHU3NCsIQ6AEIKTAA#v=onepage&amp;q&amp;f=false"" target=""_blank"" rel=""noreferrer"">https://books.google.com/books?id=MPJFAQAAMAAJ&amp;pg=PA326&amp;dq=eye+and+hand,+ellen+duvall&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwiu05n35YfZAhVlw1kKHU3NCsIQ6AEIKTAA#v=onepage&amp;q&amp;f=false</a> From: ",,,,,Google Books,VL63,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Atlantic Monthly,Katie Kazmierski,Fiction,
1870,https://elizajames.github.io/WLCB_draft/objects/ec5a7c16e47efbd3d7cbb8122869d456.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/ec5a7c16e47efbd3d7cbb8122869d456_th.jpg,,,Problem of the Destructive Child,"Smith, Harriet Lummis",1910-08-10,,,,,,American Periodicals Series,VL677,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Zion's Herald,Jean Lee Cole,Essay,
1860,https://elizajames.github.io/WLCB_draft/objects/ebd348c7b0bd361134edecac569bd5bc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/ebd348c7b0bd361134edecac569bd5bc_th.jpg,,,"Promise, The","Smith, Harriet Lummis",1908-09-03,,,,,,American Periodicals Series,VL667,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Fiction,
372,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Animation of Beck Ann,Mrs. A. J. Hopkins (formerly Margaret Sutton Briscoe),1899-12-09,,,,,,Reader's Guide,VL213,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Bazaar,Monica Malouf,Fiction,
916,https://elizajames.github.io/WLCB_draft/objects/eb2e272a2aa380f3895bc38569772479.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/eb2e272a2aa380f3895bc38569772479_th.jpg,,,"Matrimonial Opportunities of Maria Pratt, The","Cloud, Virginia Woodward ",1899-12,"Full text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=pst.000015521996;view=1up;seq=223"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=pst.000015521996;view=1up;seq=223</a> From: ",,,,,Fictionmags/Hathitrust,VL580,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Tara Brooky,Fiction,
2175,https://elizajames.github.io/WLCB_draft/objects/eb0d9bd55d474e7463d04a62fd05e301.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/eb0d9bd55d474e7463d04a62fd05e301_th.jpg,,,Song,"Litchfield, Grace Denio",1901-05,"From: May 1901, Vol. 62, p148",,,,,Reader's Guide,VL846,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
1957,https://elizajames.github.io/WLCB_draft/objects/eabd64eaf860c3b9a444db0e894de653.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/eabd64eaf860c3b9a444db0e894de653_th.jpg,,,Head of women's clubs urges uniform divorce laws as protective act,Lantz Emily Emerson,1921-05-08,,,,,,ProQuest,VL761,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
1858,https://elizajames.github.io/WLCB_draft/objects/ea3e86892f39b7e33db4865e572e5d02.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/ea3e86892f39b7e33db4865e572e5d02_th.jpg,,,"Boy's Christmas Tree, The","Smith, Harriet Lummis",1907-12-18,,,,,,American Periodicals Series,VL665,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Zion's Herald,Jean Lee Cole,Fiction,
1880,https://elizajames.github.io/WLCB_draft/objects/ea115adce7d649797c9d0422929bc680.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/ea115adce7d649797c9d0422929bc680_th.jpg,,,"Golden Silence, A","Smith, Harriet Lummis",1920-06-24,,,,,,American Periodical Series,VL687,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Youth's Companion,Jean Lee Cole,Fiction,
963,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Reminiscences in Dickinson in Her Own Time: A Biographical Chronicle of Her life, Drawn from Recollections, Interviews, and Memoirs by Family, Friends, and Associates","Turner, Clara Newman; ed. Jane Donahue Eberwein, Stephanie Farrar, and Cristanne Miller.",1896,,,,,,,VL627,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Iowa City: Univ. of Iowa Press.,Jill Fury,,2015 reprint
456,https://elizajames.github.io/WLCB_draft/objects/e9a322fa97e45ae7c66633047ac6ec7d.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e9a322fa97e45ae7c66633047ac6ec7d_th.jpg,,,Music and Edgar Allan Poe: A Bibliographical Study,"Evans, May Garrettson",1939,,,,,,,VL296,Text,application/pdf,http://rightsstatements.org/vocab/CNE/1.0/,Johns Hopkins University Press,Sydney Johnson,Non-fiction,
329,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,His Nomination,Margaret Sutton Hopkins (formerly Margaret Sutton Briscoe),1899-02,,,,,,Reader's Guide,VL170,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers New Monthly Magazine,Monica Malouf,Fiction,
373,https://elizajames.github.io/WLCB_draft/objects/e95a587b3302fed15e0d57b5d3cefc77.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e95a587b3302fed15e0d57b5d3cefc77_th.jpg,,,To Understand,"Briscoe, Margaret Sutton ",1905-02,,,,,,Reader's Guide,VL214,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers Monthly Magazine,Monica Malouf,Poetry,
849,https://elizajames.github.io/WLCB_draft/objects/e942acd29bce7b9a4ee8995a9994daae.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e942acd29bce7b9a4ee8995a9994daae_th.jpg,,,"Girl of Virginia, A","Thruston, Lucy Meacham ",1902,"Full text available at <a href=""https://books.google.com/books?id=fG8eAAAAMAAJ&amp;printsec=frontcover#v=onepage&amp;q&amp;f=false"" target=""_blank"" rel=""noreferrer"">https://books.google.com/books?id=fG8eAAAAMAAJ&amp;printsec=frontcover#v=onepage&amp;q&amp;f=false</a> From: ",,,,,Google Books,VL513,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Boston: Little, Brown",Megan Hultberg,Fiction,
338,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Of Her Own Household,Margaret Sutton Hopkins (formerly Margaret Sutton Briscoe),1899-03,,,,,,Reader's Guide,VL179,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers New Monthly Magazine,Monica Malouf,Fiction,
1970,https://elizajames.github.io/WLCB_draft/objects/e9092c41f7fa2f063d0d3b453111854a.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e9092c41f7fa2f063d0d3b453111854a_th.jpg,,,Flag house dedication tomorrow,Lantz Emily Emerson,1928-11-11,,,,,,ProQuest,VL774,Text,application/pdf,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore Sun,,Journalism,
206,https://elizajames.github.io/WLCB_draft/objects/e83a34168a8b3195af3c37bf344fdd89.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e83a34168a8b3195af3c37bf344fdd89_th.jpg,,,"Old House in the Country, The ","Reese, Lizette Woodworth",,,,,,,USMAI Catalog,VL55,Text,image/png,http://rightsstatements.org/vocab/CNE/1.0/,New York: Farrar & Rinehart,Katie Elizabeth Shiber,Poetry,
908,https://elizajames.github.io/WLCB_draft/objects/e73e7c63263fd1014e9dcba0c45c378b.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e73e7c63263fd1014e9dcba0c45c378b_th.jpg,,,"Life-Saving Service, A","Cloud, Virginia Woodward ",1906-05-03,,,,,,American Periodical Series,VL572,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Life,JLC,Fiction,
185,https://elizajames.github.io/WLCB_draft/objects/e6f02a6d366cb19f0646abe7c5762da9.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e6f02a6d366cb19f0646abe7c5762da9_th.jpg,,,Called to the Field,"Thruston, Lucy Meacham ",1906,"Full text available at: <a href=""https://archive.org/details/calledtofieldsto00thruiala"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/calledtofieldsto00thruiala</a> From: ",,,,,archive.org,VL36,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Boston: Little, Brown, & Co.",Megan Hultberg; Jean Lee Cole,Fiction,
2229,https://elizajames.github.io/WLCB_draft/objects/e6402f253d98ea295a8871e9454c667a.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e6402f253d98ea295a8871e9454c667a_th.jpg,,,Love's Young Dream,"Litchfield, Grace Denio",1891-05,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL901,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Katie Shiber,Poetry,
2542,https://elizajames.github.io/WLCB_draft/objects/e605ec2a4946bb7b4ba57882c03f7924.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e605ec2a4946bb7b4ba57882c03f7924_th.jpg,,,"Daughter of the Cavaliers, A","Dorsey, Marian V. (Mary Dorsey)",1894-05-09,https://books.google.com/books?id=3PYVAAAAIAAJ&pg=RA3-PA296&dq=%22marian+v.+dorsey%22&hl=en&sa=X&ved=0ahUKEwiZuu74sK7cAhXjxYMKHafnCpc4ChDoAQg9MAU#v=onepage&q=%22marian%20v.%20dorsey%22&f=false From:,,,,,HathiTrust,VL923,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Kate Field's Washington vol. 9 no 19,Marina Fazio,Article,
914,https://elizajames.github.io/WLCB_draft/objects/e4f931d3a00bb95633da152fac8f335d.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e4f931d3a00bb95633da152fac8f335d_th.jpg,,,"Man Who Died at Amdheran, The","Cloud, Virginia Woodward ",1894-11,,,,,,American Periodical Series,VL578,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott's,JLC,Fiction,
2197,https://elizajames.github.io/WLCB_draft/objects/e4a23f0a0f7e9414494708bc46764946.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e4a23f0a0f7e9414494708bc46764946_th.jpg,,,To a Rosebud,"Litchfield, Grace Denio",1887-06,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL867,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Acorn, The",Jean Lee Cole,Poetry,
451,https://elizajames.github.io/WLCB_draft/objects/e49ca119d76a0639c300ed2e4afb7d8c.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e49ca119d76a0639c300ed2e4afb7d8c_th.jpg,,,"Tale of the Wild Cat: A Child's Game, The",Maud G. Early,1897-01,"http://www.jstor.org/stable/533856?seq=1#page_scan_tab_contents From: Vol. 10 no. 36, p. 80)",,,,,JSTOR,VL291,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,Journal of American Folklore,Sydney Johnson,Folklore,
2830,https://elizajames.github.io/WLCB_draft/objects/e46d0fb52b80a0b8028609e36cadbb21.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e46d0fb52b80a0b8028609e36cadbb21_th.jpg,,,"Fad for 'Green India,' or Gold Medallion Ware",Constance Chisholm (Marian V. Dorsey),1912-09-29,From: p. LS5,,,,,Baltimore Sun,VL942,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,,Jean Lee Cole,Article,
270,https://elizajames.github.io/WLCB_draft/objects/e363cc87a3f89c4dcf6c58ce550a5ba3.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e363cc87a3f89c4dcf6c58ce550a5ba3_th.jpg,,,"Girls of Friendly Terrace; or, Peggy Raymond's Success, The",Harriet Lummis Smith,1912,"https://books.google.com/books?id=7ymJDAEACAAJ&dq=THE+GIRLS+OF+FRIENDLY+TERRACE;+OR,+PEGGY+RAYMOND%27S+SUCCESS+Harriet+Lummis+Smith&hl=en&sa=X&ved=0ahUKEwiOosL07YLZAhWFjVkKHVp3D6YQ6AEIKTAA From: ",,,,,Google Books,VL118,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New England Publishing Company,Jonathan Flink,Fiction,
483,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,La non-existence de l'existence: l'idéaliste pur et le réaliste hypothétique,"Franklin, Christine Ladd",1931-01-04,,,,,,JSTOR,VL323,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Revue de Métaphysique et de Morale,Sydney Johnson,Article,
280,https://elizajames.github.io/WLCB_draft/objects/e32ca25a8fb8b3370c6737755e9aa114.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e32ca25a8fb8b3370c6737755e9aa114_th.jpg,,,"Mark Of The Beast: A Romance, The","Woods, Katherine Pearson",1890-09,,,,,,,VL125,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,,Ju'waun Morgan,Novel,
1947,https://elizajames.github.io/WLCB_draft/objects/e30c024c0a282d52400fa8800b8fc0f5.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e30c024c0a282d52400fa8800b8fc0f5_th.jpg,,,People's Theatre on Municipal Pier opens with American Comedy,Lantz Emily Emerson,1920-05-30,,,,,,ProQuest,VL751,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
964,https://elizajames.github.io/WLCB_draft/objects/e2d2de821558011e436dc54af0d3537c.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e2d2de821558011e436dc54af0d3537c_th.jpg,,,Newsboys' Christmas Party,"Zacharias, Jane",1899,,,,,,University of Maryland,VL628,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore: Lord Baltimore Press,,Fiction,
453,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Yesterday,Marguerite E. Easter,1870-11,,,,,,American Antiquarian Society,VL293,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New Eclectic Magazine,Sydney Johnson,Poetry,
750,https://elizajames.github.io/WLCB_draft/objects/e26a5687151dc023a0bfc4df919f1bdf.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e26a5687151dc023a0bfc4df919f1bdf_th.jpg,,,"Cry of Rachel, The","Reese, Lizette Woodworth",1899-07,https://babel.hathitrust.org/cgi/pt?id=nyp.33433081648457;view=1up;seq=159 From:,,,,,FictionMags Index,VL425,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott’s,Katie Shiber,Poetry,
2185,https://elizajames.github.io/WLCB_draft/objects/e234e6c1f439a4afb92bb4e7c6456f29.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e234e6c1f439a4afb92bb4e7c6456f29_th.jpg,,,"Stray Angel, The","Litchfield, Grace Denio",1886-01-28,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL856,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Fiction,
1971,https://elizajames.github.io/WLCB_draft/objects/e22f16f001b81bce9fdf0d201d57c289.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e22f16f001b81bce9fdf0d201d57c289_th.jpg,,,Woman's city club active here,"Lantz, Emily Emerson",1929-06-02,,,,,,ProQuest,VL775,Text,application/pdf,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore Sun,,Journalism,
408,https://elizajames.github.io/WLCB_draft/objects/e2195664b082deb7829a814d96354aa6.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e2195664b082deb7829a814d96354aa6_th.jpg,,,"Narcissus, and Other Poems",Litchfield Grace Denio,1908,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433066637830;view=1up;seq=9"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433066637830;view=1up;seq=9</a> From: ",,,,,WorldCat,VL253,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"New York, London, Putnam",Ellen Roussel,Poetry,
15506,https://elizajames.github.io/WLCB_draft/objects/e1be9d8ad7ca32712ec2c7289af82bad.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e1be9d8ad7ca32712ec2c7289af82bad_th.jpg,,,Punished Enough,"Latimer, Elizabeth Wormeley",1878-02,"Vol. 56, pp 354-373; full text available at https://babel.hathitrust.org/cgi/pt?id=uc1.b000754190;view=1up;seq=368",,,,,Hathitrust,VL1124,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Jean Lee Cole,Fiction,
423,https://elizajames.github.io/WLCB_draft/objects/e1aa2370666e01f4917d46298819c492.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e1aa2370666e01f4917d46298819c492_th.jpg,,,Mimosa Leaves,Litchfield Grace Denio,1895,"Full text available at <a href=""https://archive.org/details/mimosaleaves00litc"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/mimosaleaves00litc</a> From: ",,,,,WorldCat,VL268,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New York : G.P. Putnam's Sons,Ellen Roussel,Poetry,
2232,https://elizajames.github.io/WLCB_draft/objects/e19ff4c3c8c71bc376fad835af4f47fb.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e19ff4c3c8c71bc376fad835af4f47fb_th.jpg,,,"Review of <em>Mimosa Leaves,</em> with Courage","Litchfield, Grace Denio",1896-02-16  ,"From: The poem was originally published in the <em>Independent</em> on August 3, 1893. The Grace Denio Litchfield Papers, MS 941, Box 1, has the <em>Independent</em> publication included in one of Litchfield's scrapbooks containing her work.",,,,,JHU Special Collections,VL904,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Dial,Katie Shiber,Poetry,
341,https://elizajames.github.io/WLCB_draft/objects/e1713b560cfcef6badeb10db4bdf2e58.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e1713b560cfcef6badeb10db4bdf2e58_th.jpg,,,"Secret, The","Briscoe, Margaret Sutton ",1909-08-21,,,,,,Reader's Guide,VL182,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers Weekly,Monica Malouf,Fiction,
2549,https://elizajames.github.io/WLCB_draft/objects/e0d33a02721a11198217d519c815b640.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e0d33a02721a11198217d519c815b640_th.jpg,,,From a Southern Kitchen,"Dorsey, Marian V. (Mary Dorsey)",1904-10,https://babel.hathitrust.org/cgi/pt?id=uva.x030739035;view=1up;seq=156 From:,,,,,HathiTrust,VL930,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,The Delineator vol. 64 no. 4,Marina Fazio,Article,
1543,https://elizajames.github.io/WLCB_draft/objects/e0cb5b8c8e2af4b42d5b2e8912639fd6.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/e0cb5b8c8e2af4b42d5b2e8912639fd6_th.jpg,,,Captain John Smith and the American Nation,"Woods, Katherine Pearson",1902-02,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=uc1.31210007724824;view=1up;seq=506"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=uc1.31210007724824;view=1up;seq=506</a> From: Vol. 104.3, p470-75.",,,,,Harpers.org,VL637,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Jean Lee Cole,Essay,
1541,https://elizajames.github.io/WLCB_draft/objects/e099458b008ccc4d097f098b90253fba.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e099458b008ccc4d097f098b90253fba_th.jpg,,,From One Poet to Another,"Woods, Katherine Pearson",1901-12,"From: Vol. 104.1, p132",,,,,Harpers.org,VL635,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Jean Lee Cole,Poetry,
1993,https://elizajames.github.io/WLCB_draft/objects/e085253515590e3e4b625a61c1d14c09.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/e085253515590e3e4b625a61c1d14c09_th.jpg,,,Diplomacy,"Wink, Josh (Louise Malloy)",1909-05-10,From: p. 8,,,,,America's Historical Newspapers,VL796,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
2231,https://elizajames.github.io/WLCB_draft/objects/dfef2bd8b003593e170c23b9f5a18a7e.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/dfef2bd8b003593e170c23b9f5a18a7e_th.jpg,,,"Afternoon's Drama, An","Litchfield, Grace Denio",1892-11-03,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL903,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Katie Shiber,Fiction,
292,https://elizajames.github.io/WLCB_draft/objects/dfd87ab76fe1d889790ea3d4e7c9f679.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/dfd87ab76fe1d889790ea3d4e7c9f679_th.jpg,,,"Player Maid, The","Malloy, Louise",1905,,,,,,worldcat,VL136,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Not identified,Kate Kutch,Drama,
